Profile,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Name,,Santa Maria Basin,Tehachapi Mountains,Great Valley,Ophiolitic Terranes,Sierra Nevada Batholith,Continental Borderland,Ventura Basin,Los Angeles Basin,W Mojave,China Lake Basin,Eastern California Shear Zone,E Mojave,Peninsular Range Batholith,Salton Trough,Proterozoic Terranes
,-30.5,4492.251615,3652.235479,4042.373541,4018.580127,3623.47679,4531.719792,4591.291027,4540.802549,4160.954145,4240.93103,3709.352807,4484.240119,3893.672884,4348.617824,4518.058043
,-30.0,4493.733403,3621.814348,3949.394837,4030.987205,3604.150723,4533.25158,4551.33902,4525.598058,4005.697086,3768.644514,3690.104464,4058.016167,3877.060496,4331.908278,4520.089904
,-29.5,4469.141872,3591.327943,3951.423614,4044.395625,3585.149004,4505.18772,4317.032903,4480.338608,3821.94887,3705.008808,3669.389085,3877.933852,3860.089839,4285.979166,4495.581046
,-29.0,4449.216917,3583.920404,3952.635321,4056.651492,3565.927805,4477.126394,3965.713468,4430.36208,3787.162695,3673.186717,3664.356947,3853.30366,3845.503937,4242.876267,4470.118597
,-28.5,4429.209243,3576.398251,3953.826817,4068.944998,3546.831399,4449.048766,3892.903879,4381.416378,3765.31822,3641.649819,3659.287862,3844.675379,3831.117616,4200.061034,4444.604045
,-28.0,4409.117866,3581.923164,3953.874764,4082.367101,3529.426459,4420.926747,3883.326317,4318.193303,3762.105029,3620.833576,3661.985463,3841.937797,3820.61516,4161.87722,4417.582065
,-27.5,4376.140411,3587.40807,3953.925448,4095.84025,3512.136236,4392.816705,3873.442057,4223.174802,3758.764371,3600.13499,3664.627732,3839.197143,3810.549542,4123.906943,4390.531253
,-27.0,4068.172115,3598.7408,3953.887363,4111.21484,3498.000496,4364.21258,3846.763641,4104.133749,3764.132926,3581.72316,3669.810054,3839.732345,3805.333203,4092.006194,4360.436186
,-26.5,3971.984979,3610.093687,3953.8496,4126.647459,3483.956747,4336.147643,3820.336832,3968.161157,3769.336205,3563.420723,3674.936647,3840.278597,3800.681661,4060.215713,4330.364333
,-26.0,3974.002318,3622.656594,3954.55677,4144.008897,3473.095198,4588.842595,3790.066109,3837.056817,3777.957955,3542.545352,3680.008331,3843.535148,3800.143629,4034.652272,4288.35233
,-25.5,3975.812341,3631.853533,3955.29088,4161.387301,3462.481653,4586.209573,3760.319527,3782.155755,3784.00118,3521.850988,3683.554544,3846.800296,3802.607847,4009.894402,3896.872603
,-25.0,3969.457512,3645.048412,3956.662334,4179.791792,3453.570334,4591.488508,3737.336586,3794.30286,3794.935098,3501.568862,3689.128224,3852.80722,3802.316932,3993.050154,3888.975855
,-24.5,3962.601338,3657.823276,3958.456201,4199.25511,3445.58714,4597.210884,3714.7007,3803.68278,3806.802564,3484.021653,3694.933422,3859.071161,3802.042691,3978.796144,3881.402841
,-24.0,3944.016374,3662.785071,3960.852607,4220.957101,3440.262941,4599.846824,3701.927859,3824.238762,3813.501588,3466.068935,3694.628558,3866.085283,3803.712145,3970.732345,3877.957497
,-23.5,3925.550177,3667.620223,3963.252553,4242.778497,3435.025529,4602.485194,3689.139227,3845.009889,3820.096717,3448.927366,3694.288635,3873.122776,3805.341669,3962.046601,3874.518527
,-23.0,3897.417489,3672.012561,3966.085644,4265.539869,3435.689673,4605.549431,3686.735779,3874.580527,3825.778827,3438.428604,3694.8608,3884.18511,3807.369008,3960.004418,3874.286863
,-22.5,3869.525694,3676.322076,3968.921915,4288.421411,3436.424571,4608.615713,3684.318097,3904.835409,3831.363914,3426.882038,3695.401903,3895.296378,3809.440481,3960.341753,3874.054848
,-22.0,3836.941642,3685.390884,3971.54426,4311.733114,3444.954298,4611.73589,3687.851015,3936.89446,3833.770019,3424.730946,3697.044448,3909.866344,3811.747043,3970.114717,3874.78401
,-21.5,3797.705448,3723.71321,3966.514602,4330.98847,3449.420365,4555.921077,3701.634329,3946.436225,3816.251622,3422.999277,3702.774498,3914.322484,3839.309942,3978.084494,3875.277824
,-21.0,3759.230238,3766.613268,3960.980381,4350.458231,3462.866594,4499.560919,3718.2409,3951.142661,3794.841596,3433.255409,3710.765709,3921.870511,3865.680669,3986.346194,3875.353545
,-20.5,3721.151638,3809.892545,3955.472745,4370.010657,3476.811465,4443.163064,3734.798574,3956.112868,3773.299031,3444.332576,3718.714337,3929.423829,3892.150657,3994.551192,3875.430058
,-20.0,3688.317812,3846.223795,3949.553833,4389.691469,3495.433353,4385.867809,3754.000715,3956.709631,3753.354118,3468.592364,3729.577782,3940.274452,3911.261903,4004.9303,3875.431003
,-19.5,3655.659204,3883.036113,3943.557601,4409.579777,3514.097213,4328.603268,3772.966413,3957.104987,3733.224183,3494.77,3740.370077,3951.21722,3930.360073,4015.310573,3875.499246
,-19.0,3631.642222,3894.755452,3936.4412,4429.359642,3530.006351,4269.93484,3794.026428,3950.17406,3714.169127,3532.618012,3752.15351,3962.038966,3938.176636,4023.276801,3875.602645
,-18.5,3607.799692,3906.352718,3929.358766,4449.172864,3546.033383,4211.254671,3814.517643,3943.384802,3695.210185,3571.316236,3763.796644,3972.883529,3945.774321,4031.414448,3875.719696
,-18.0,3584.528462,3864.105582,3910.908954,4462.226324,3550.041576,4140.740988,3838.420927,3915.150431,3661.794487,3601.209612,3770.692972,3966.147151,3946.176471,4025.549938,3869.672526
,-17.5,3530.058316,3785.884271,3862.764248,4458.454664,3547.949412,4056.172426,3853.074571,3876.973902,3613.220427,3605.764156,3772.067705,3937.696267,3948.513418,4003.847943,3850.194652
,-17.0,3477.055921,3634.220458,3801.769919,4445.652722,3534.661696,3981.738458,3867.139573,3827.178651,3547.931253,3581.912534,3762.979166,3881.506697,3942.296667,3971.826159,3820.765356
,-16.5,3427.463983,3487.253083,3743.747424,4431.068174,3522.693276,3916.543272,3877.064437,3782.495552,3489.35887,3559.643998,3753.740673,3828.510707,3934.412061,3943.057774,3792.143864
,-16.0,3384.253849,3290.271465,3691.483972,4404.536513,3497.376582,3854.719216,3871.343864,3724.05722,3410.805413,3499.718289,3719.894387,3723.939089,3923.726832,3899.854344,3748.504198
,-15.5,3348.792707,3127.321538,3647.740715,4378.414048,3473.836128,3801.286786,3860.285594,3671.519158,3345.782084,3445.164333,3686.872641,3629.950638,3911.069496,3860.097939,3707.939443
,-15.0,3331.824418,3023.549677,3605.088331,4362.033491,3452.088574,3757.202557,3839.090892,3623.65301,3328.512741,3421.418485,3655.899262,3560.403872,3893.468989,3823.128524,3673.848085
,-14.5,3330.825271,2937.307724,3578.023706,4350.706717,3433.052414,3722.986636,3815.072895,3583.229881,3323.449097,3409.080746,3626.562234,3502.50163,3874.035017,3793.28466,3645.929016
,-14.0,3351.115609,2923.674514,3562.466386,4336.623626,3418.772614,3693.564206,3779.425352,3556.789812,3357.63476,3432.016005,3595.046705,3458.612426,3854.243595,3772.640715,3623.108735
,-13.5,3379.312691,2918.020938,3554.495348,4325.716521,3407.979781,3672.601126,3755.08604,3536.50659,3396.422288,3463.008374,3566.436086,3421.621053,3833.928735,3759.316048,3604.715559
,-13.0,3422.042926,2958.927389,3552.462549,4304.755536,3401.293256,3641.342841,3699.786424,3533.634402,3432.138797,3509.246332,3502.697686,3378.335502,3820.874913,3746.441188,3587.036228
,-12.5,3467.67486,3030.811003,3557.17248,4282.733076,3401.503272,3625.438143,3643.862645,3535.253998,3511.464748,3564.840634,3478.745529,3362.313687,3803.653429,3749.681411,3572.734018
,-12.0,3506.341949,3136.705736,3544.773791,4234.102918,3419.771203,3608.636809,3590.46762,3565.708193,3598.791276,3628.576432,3462.215913,3351.091603,3793.748024,3771.606778,3558.139177
,-11.5,3542.017247,3236.796605,3532.664556,4181.49729,3434.935544,3586.540777,3531.211642,3594.565025,3673.472084,3689.993118,3430.427639,3331.197478,3785.977078,3787.324617,3542.446863
,-11.0,3551.811957,3347.352311,3495.84767,4089.397859,3467.396282,3565.278181,3484.423583,3649.24461,3730.937493,3741.19709,3409.319427,3313.307032,3788.004183,3817.992687,3529.015621
,-10.5,3565.349135,3461.702718,3459.762691,3991.274383,3500.201096,3544.120265,3447.610042,3705.392034,3789.450957,3793.145383,3388.356936,3295.597455,3790.200919,3849.368001,3515.649573
,-10.0,3534.538162,3569.149473,3388.79526,3864.239293,3541.763203,3523.968481,3409.603495,3777.545359,3824.853322,3831.928874,3393.7287,3286.11534,3801.865329,3878.103779,3507.292188
,-9.5,3457.187916,3637.525148,3245.184963,3733.69321,3598.644564,3504.967882,3326.514702,3833.30421,3797.587743,3838.886286,3386.216705,3272.652484,3804.876078,3926.803322,3501.281757
,-9.0,3350.086597,3685.386955,3063.345721,3579.116678,3652.095244,3485.937166,3259.615236,3869.739158,3754.889289,3833.012314,3413.496236,3274.455456,3816.401296,3964.241034,3500.338674
,-8.5,3242.355932,3734.222584,2890.904544,3431.065021,3706.372176,3466.977843,3169.121611,3889.344464,3712.720992,3827.206943,3441.081576,3276.347374,3828.307616,4002.187232,3499.426251
,-8.0,3115.152134,3767.562022,2691.894118,3287.582388,3744.309781,3447.320065,3070.276328,3853.923891,3693.407793,3812.945548,3500.416597,3301.2991,3846.473214,4016.851073,3500.952122
,-7.5,2998.157816,3799.326778,2497.58639,3145.80526,3782.630746,3426.136828,3003.498312,3802.776724,3668.486255,3794.802384,3557.47885,3326.915163,3861.681096,4027.774491,3502.238593
,-7.0,2885.011803,3819.688185,2290.964141,3027.339516,3780.20213,3397.133868,2957.552618,3666.973218,3665.604913,3752.777705,3612.12925,3369.654072,3857.214625,3962.325636,3495.026597
,-6.5,2773.821446,3839.603022,2110.837947,2913.991373,3753.521476,3356.475048,2857.441307,3505.949308,3668.798762,3714.744779,3661.829039,3405.715544,3830.223237,3822.174998,3475.658935
,-6.0,2685.887905,3840.751803,1950.29316,2827.33351,3658.499969,3304.917124,2750.134487,3346.335798,3672.643652,3641.403979,3657.930408,3434.504702,3777.294871,3722.14298,3439.266574
,-5.5,2594.439765,3838.298316,1827.41569,2753.62451,3553.07912,3244.526782,2678.436471,3002.20421,3675.245406,3570.559369,3643.835986,3451.646205,3704.515759,3261.517413,3395.430807
,-5.0,2518.426459,3795.278032,1783.093391,2728.115317,3406.058001,3182.96875,2608.456255,2759.135217,3640.443153,3457.907682,3552.83664,3445.003664,3631.679327,2954.548435,3342.802157
,-4.5,2443.565932,3750.644102,1718.033583,2697.266894,3288.969123,3118.685732,2536.410269,2592.735233,3609.26075,3357.592634,3470.363972,3425.959289,3585.515982,2776.500857,3289.933203
,-4.0,2383.224898,3642.787024,1714.110707,2722.3595,3146.361646,3061.870477,2429.377709,2483.358601,3514.435675,3229.393191,3342.272015,3392.685959,3582.508674,2695.605067,3235.327989
,-3.5,2327.431423,3541.58847,1721.058774,2739.661849,3021.336632,3011.910138,2318.572368,2380.190354,3426.857578,3109.599343,3226.216071,3361.203756,3594.866436,2661.496897,3187.321373
,-3.0,2366.167478,3384.622249,1796.411596,2849.904279,2896.484806,2978.955256,2187.945952,2232.654414,3266.020269,2990.252307,3101.666213,3332.720181,3604.633287,2695.515144,3137.440857
,-2.5,2305.584971,3232.074414,1877.085152,2959.273956,2779.474221,2938.607159,2035.069062,2029.761042,3109.453891,2875.407989,2978.268862,3295.269377,3612.539439,2623.05466,3083.842018
,-2.0,2208.762076,3047.575236,1972.464425,3093.70797,2736.739154,2889.081142,1789.010036,1684.242349,2876.657463,2783.294433,2859.080811,3200.438643,3554.833614,2337.172995,3004.169277
,-1.5,2124.573322,2874.905336,2081.135079,3242.914987,2696.207155,2839.5698,1566.451923,1422.700846,2661.561869,2695.514994,2746.091376,3107.902038,3498.147655,1923.429639,2926.953699
,-1.0,1974.423752,2725.267547,2017.707547,3221.837232,2733.570358,2780.022153,1321.662903,1212.621592,2400.340442,2629.973526,2622.682807,2947.42852,3376.132018,1442.216333,2828.124206
,-0.5,1814.231507,2611.064648,1971.387143,3241.469066,2756.025671,2780.490903,1213.76291,1019.59854,2187.905317,2571.903268,2539.591999,2861.200707,3282.607128,1094.789829,2764.300181
,0.0,1674.282568,2609.615786,1971.21712,3241.470142,2756.051726,2780.525652,885.4462849,860.0582672,2185.957782,2571.712749,2538.674998,2861.171257,3283.74321,970.4315102,2764.300334
